timestamp,symbol,side,order_id,price,amount,amount_usd,fee,fee_currency
2026-04-06T23:00:05.900Z,AVAX-USD,sell,OZTDXX-5GBAL-YZDEC5,9.11,2.85714285,26.02857,0.10411,USD
2026-04-10T01:07:39-0700,CRV-USD,buy,ONRBCY-MIAQ6-C432DS,0.21989999999999998,41.36010212,9.099222467466419,0.0364,USD
2026-04-10T05:09:51-0700,BNB-USD,sell,OI3RUG-G2HQM-YKRRYS,602.94,0.04119,24.835098600000002,0.09934,USD
2026-04-10T13:07:41-0700,TAO-USD,buy,O455CM-ZDAFS-PCUF54,265.3066,0.05107,13.55289101304867,0.05419685,USD
2026-04-10T14:10:51-0700,TAO-USD,sell,OIMBNN-3IODF-SO7QLI,261.2892,0.05107,13.344039444,0.0533762,USD
2026-04-10T21:07:45-0700,ZRO-USD,buy,OMQVDV-HXCUO-IEXAOK,1.9420000000000002,4.71676,9.159954668270153,0.0366587,USD
2026-04-11T19:08:09-0700,PENGU-USD,sell,OGRAXH-QLJ7U-57J5EX,0.006615,4013.4853,26.5492052595,0.1062,USD
2026-04-12T03:55:52-0700,CRV-USD,sell,OMW7FM-B2BUK-5LIDRG,0.2109,41.36010212,8.722845537108,0.03489,USD
2026-04-12T17:05:22-0700,DASH-USD,buy,O2MYZ7-TZDZR-YG4ZX2,41.069,0.60966687,25.0,0.100154,USD
2026-04-13T00:11:24-0700,DASH-USD,sell,O7W2WM-6GAWR-IXQYD7,41.78,0.60966687,25.4718818286,0.10189,USD
2026-04-13T05:05:21-0700,ADA-USD,buy,OH5642-SCGHT-BKQX2Y,0.23845099999999997,38.23870809,9.114501983487532,0.036472,USD
2026-04-15T13:07:35-0700,AKT-USD,buy,OZ4IRB-D76LN-3T5QMP,0.4772,52.36698785,25.0,0.099979,USD
2026-04-15T21:09:57-0700,ETH-USD,buy,OSBWVP-WMFEF-FAWIX4,2358.38,0.00870868,20.53831280332331,0.08215,USD
2026-04-15T21:10:06-0700,UNI-USD,buy,OE6T7F-OVRBE-T2BO4D,3.2439999999999998,7.70416024,25.0,0.09997,USD
2026-04-16T01:14:34-0700,NEAR-USD,buy,O5EF7V-KYGTH-ZFUK4S,1.4270000000000003,10.26863667,14.653344539901521,0.05865,USD
2026-04-16T05:16:33-0700,FET-USD,buy,OTGK4P-YT7IM-ISDUIL,0.23229999999999998,23.66846989,5.536055107928894,0.022002,USD
2026-04-16T21:17:35-0700,FET-USD,sell,OGY4J3-ZHR5R-H5FKUR,0.2314,23.66846989,5.476883932546,0.021907,USD
2026-04-17T03:44:34-0700,NEAR-USD,sell,OARNZ3-TZ5N2-2YKIW6,1.37,10.26863667,14.0680322379,0.05631,USD
2026-04-17T13:11:31-0700,TRX-USD,buy,OJW35F-KMHRE-2LGEMV,0.327226,22.80561934,7.463868711476648,0.0298504,USD
2026-04-18T01:16:27-0700,TRX-USD,sell,OPQW7R-A6YT3-7GR6YG,0.327471,22.80561934,7.468178970889141,0.0298727,USD
2026-04-18T01:37:27-0700,UNI-USD,sell,OBJY7S-HNUTW-IFVGSA,3.427,7.70416024,26.40215714248,0.10562,USD
2026-04-18T17:42:57-0700,ZRO-USD,sell,O3GQQJ-NH4RD-MFYSEE,1.718,4.71676,8.10339368,0.0324324,USD
2026-04-18T18:34:29-0700,SOL-USD,sell,OUCPU6-YZ7PQ-SFTOAG,85.67,0.08470075,7.256313252500001,0.02903,USD
2026-04-18T21:44:19-0700,ETH-USD,sell,OD5OOC-ZJ527-4MRXJ5,2316.4300000000003,0.00870868,20.1730476124,0.08069,USD
2026-04-19T17:05:21-0700,DASH-USD,buy,OXH7XK-YLIDM-ZRBR6Y,33.684000000000005,0.74475691,25.0,0.100346,USD
