timestamp,symbol,side,order_id,price,amount,amount_usd,fee,fee_currency
2026-04-01T21:02:03-0700,XRP-USD,sell,O2AXIL-QUJ5W-UCTZR4,1.34277,3.10564077,4.1701612567329,0.01668077,USD
2026-04-01T21:02:48-0700,ETH-USD,buy,OILHDH-SJ4LG-LULFIV,2056.79,0.00689182,14.175735744453597,0.0567,USD
2026-04-01T21:02:57-0700,RENDER-USD,buy,OPTS5X-QSL6K-F6EZWY,1.717,14.56876,25.0,0.1001165,USD
2026-04-01T21:20:46-0700,ETH-USD,buy,OUKZLQ-JVYL3-AYPSDR,2053.49,0.00689295,14.154622183271345,0.05662,USD
2026-04-01T22:53:44-0700,XCN-USD,buy,OWUREA-WZT5W-XGIMSD,0.0047,5319.1489,25.0,0.099999999,USD
2026-04-02T05:02:40-0700,ETH-USD,sell,OC3WAB-EIN5T-2EJ64E,2029.86,0.00689295,13.991723487,0.05597,USD
2026-04-02T05:02:52-0700,SUI-USD,buy,O2Y3LR-X5UK5-5ILMQ4,0.8498,6.06466,5.151935209174781,0.02061741,USD
2026-04-02T05:02:59-0700,XCN-USD,sell,OVL3JB-4STHH-I6VT3X,0.0047,5319.1489,24.99999983,0.099999999,USD
2026-04-02T09:02:46-0700,ETH-USD,buy,OHLIEF-NCEME-PQ2LYB,2059.71,0.00685908,14.127253445252112,0.05651,USD
2026-04-02T09:02:54-0700,TRUMP-USD,buy,OZNP6K-PC642-BMFO6U,2.82,8.87468,25.0,0.10011,USD
2026-04-02T09:03:04-0700,XCN-USD,buy,OCMYUR-FWWZF-7LTQIA,0.00475,5263.1578,25.0,0.100210525,USD
2026-04-02T10:45:28-0700,VIRTUAL-USD,buy,OEG7FY-EBEGU-YIQBPF,0.6321,39.26495,25.0,0.09929,USD
2026-04-02T10:45:36-0700,XCN-USD,sell,OKG5P7-KVUX5-BUZ6G3,0.00472,5263.1578,24.842104816000003,0.099578946,USD
2026-04-02T15:58:16-0700,SUI-USD,sell,OX3JT3-FRN4K-SXFA3A,0.8508,6.06466,5.159812728,0.02064168,USD
2026-04-02T15:59:17-0700,DOGE-USD,buy,OFNJPL-NFGSL-ZH27AH,0.0904959,142.37527372,12.88255612961109,0.051537571,USD
2026-04-02T15:59:37-0700,XRP-USD,buy,OX4QG7-4VWID-I6D24Y,1.31832,5.48110845,7.225909709736161,0.02890364,USD
2026-04-02T15:59:46-0700,AVAX-USD,buy,OEFGVY-CH3SV-XS4K6I,8.75,2.85714285,25.0,0.1,USD
2026-04-02T15:59:55-0700,PENGU-USD,buy,OHSM3Q-7UPSR-GP56A5,0.006225,4013.4853,25.0,0.09994,USD
2026-04-03T01:02:49-0700,DOGE-USD,sell,OIS7CD-M5SK2-LLKJJW,0.091224,142.37527372,12.98804196983328,0.051952168,USD
2026-04-03T01:03:09-0700,LINK-USD,buy,OUOU2K-5YUY2-DJZDPG,8.71344,1.66953103,14.549912883423685,0.05819,USD
2026-04-03T13:02:04-0700,VIRTUAL-USD,sell,OOZEAU-RUWRU-MPTI6E,0.6389,39.26495,25.086376555,0.10035,USD
2026-04-03T21:03:03-0700,PEPE-USD,buy,OLWUB7-ETMPT-OH7W3I,3.373e-06,2036355.04,6.874734643068,0.02748,USD
2026-04-04T21:02:03-0700,PEPE-USD,sell,O4SLUI-5RDDB-GZXUWS,3.367e-06,2036355.04,6.85640741968,0.02743,USD
2026-04-05T01:02:03-0700,LINK-USD,sell,OV3EYV-HFTD2-SLBRYY,8.547,1.66953103,14.26948171341,0.057078,USD
2026-04-05T01:02:52-0700,ETH-USD,sell,OR5ANC-4V2MM-N2F6O5,2036.65,0.00685908,13.969545282,0.05588,USD
2026-04-05T01:03:04-0700,ZEC-USD,buy,O34DRU-HXMUO-GSXQF2,244.57,0.06424954,15.705159609292,0.06286,USD
2026-04-05T09:02:03-0700,XRP-USD,sell,OSVVQN-KZNVD-2HPNJU,1.27859,5.48110845,7.008090453085499,0.02803258,USD
2026-04-06T13:02:59-0700,BNB-USD,buy,O7VSUD-72NRN-ZZR5M3,606.68,0.04119,25.0,0.09996,USD
2026-04-06T17:02:04-0700,AVAX-USD,sell,OZTDXX-5GBAL-YZDEC5,9.1,2.85714285,25.999999934999998,0.10411,USD
